filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Pretreatment+of+textile+waste+water_.txt,processed,0.6666666667,0.6,0.2
Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,processed,1,0.9,1
Multivariate+statistical+process+control+of+batch+processes+based+on+three-way+models_.txt,processed,0,0.1,0.1
Investigation+on+rate-determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed,1,0.8,0.9
Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.txt,processed,0.7777777778,0.8,0.2
Antiepileptic+drug+levels+impaired+by+co-administration+of+other+enzyme-inducing+drugs+may+also+facilitate+the+onset+of+NCSE_.txt,processed,0,0.2,0.1
Utilization+of+various+agricultural+wastes+for+activated+carbon+preparation+and+application+for+the+removal+of+dyes+and+metal+ions+from+aqueous+solution_.txt,processed,0.7777777778,0.3,0.8
Surface+modification+of+smithsonite+with+ammonia+to+enhance+the+formation+of+sulfidization+products+and+its+response+to+flotation_.txt,processed,0.1111111111,0.2,0.1
Impacts+of+operating+parameters+on+oxidation-reduction+potential+and+pretreatment+efficacy+in+the+pretreatment+of+printing+and+dyeing+wastewater+by+Fenton+process_.txt,processed,0.1111111111,0.3,0.2
Reactive+dye+bioaccumulation+by+Saccharomyces+cerevisiae_.txt,processed,0.8888888889,0.8,0.9
Application+of+carbon+adsorbents+prepared+from+Brazilian-pine+fruit+shell+for+the+removal+of+reactive+orange+16+from+aqueous+solution%3A+Kinetic%2C+equilibrium%2C+and+thermodynamic+studies_.txt,processed,0.2222222222,0.3,0.2
Performance+and+bacterial+communities+in+unsaturated+and+saturated+zones+of+a+vertical-flow+constructed+wetland+with+continuous-feed_.txt,processed,0.1111111111,0.3,0.2
Nitrate+utilization+by+the+diatom+Skeletonema+costatum_.txt,processed,0,0.2,0.1
Diagnostic+PCR%3A+making+internal+amplification+control+mandatory_.txt,processed,0,0.2,0.1
Remote+sensing+reveals+links+among+the+endangered+Hawaiian+monk+seal%2C+marine+debris%2C+and+El+Ni%C3%B1o_.txt,processed,0,0.1,0.1
Mechanistic+study+of+the+biodegradation+of+triphenylmethane+dyes_.txt,processed,0.8888888889,0.9,0.9
Perineal+use+of+talcum+powder+and+endometrial+cancer+risk_.txt,processed,0,0.2,0.1
Electrostatic+interaction+of+enzymes+with+dyes_.txt,processed,0,0.2,0.2
Nonconvulsive+status+epilepticus+as+a+cause+of+confusion+in+later+life%3A+a+report+of+5+cases_.txt,processed,0,0.2,0.1
Selective+serotonin+reuptake+inhibitor+poisoning%3A+An+evidence-based+consensus+guideline+for+out-of-hospital+management_.txt,processed,0,0.2,0.1
Properties+and+Application+of+Organic+Dyes+and+Pigments_.txt,processed,0,0.1,0.1
Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,processed,1,0.9,1
N-Propanol+as+a+substrate+for+assaying+the+ligninperoxidase+activity+of+Phanerochaete+chrysoporium_.txt,processed,0.2222222222,0.8,0.3
Effect+of+molar+ratio+%26+Calcination+temperature+on+the+photocatalytic+degradation+of+azo+dye+using+Ag%40TiO2+core-shell+nanoparticles+under+UV+light_.txt,processed,0.1111111111,0.2,0.1
Photo-Fenton+degradation+of+malachite+green+catalyzed+by+aromatic+compounds+under+visible+light+irradiation_.txt,processed,0.1111111111,0.3,0.2
A+new+alkali+thermostable+azoreductase+from+Bacillus+sp.+Strain+SF_.txt,processed,0.2222222222,0.8,0.3
Treatment+of+simulated+reactive+yellow+22+%28azo%29+dye+effluents+using+Spirogyra+species_.txt,processed,0,0.1,0.1
Influence+of+particle+size+of+zero-valent+iron+and+dissolved+silica+on+the+reactivity+of+activated+persulfate+for+degradation+of+acid+orange+7_.txt,processed,0.4444444444,0.7,0.4
The+mechanism+of+isotope+fractionation+during+algal+nitrate+assimilation+as+illuminated+by+the+15N%2F14N+of+intracellular+nitrate_.txt,processed,0,0.3,0.1
Bifidobacterium+infantis+35624%3A+a+novel+probiotic+for+the+treatment+of+irritable+bowel+syndrome_.txt,processed,0,0.1,0.1
Microorganism+based+treatment+of+azo+dyes_.txt,processed,0.2222222222,0.5,0.3
Colour+Chemistry--Synthesis%2C+Properties+and+Applications+of+Organic+Dyes+and+Pigments_.txt,processed,0,0,0.7
Engineering+the+Monomer+Composition+of+Polyhydroxyalkanoates+Synthesized+in+Saccharomyces+cerevisiae_.txt,processed,0.4444444444,0.3,0.2
Efficacy+of+propofol+and+thiopental+in+the+treatment+of+refractory+status+epilepticus+in+18+patients_.txt,processed,0,0.2,0.1
Diatoms+of+the+Kwang+River+%28Kwangchun%29%2C+South+Korea+II.+Family+Naviculaceae_.txt,processed,0,0.3,0.2
Marine+litter%3A+Progress+in+developing+an+integrated+policy+approach+in+Scotland_.txt,processed,0,0.3,0.1
Investigation+of+an+acetate-fed+denitrifying+microbial+community+by+stable+isotope+probing%2C+full-cycle+rRNA+analysis%2C+and+fluorescent+in+situ+hybridization+microautoradiography_.txt,processed,0.1111111111,0.4,0.2
Effect+of+Phenolic+Effluent+on+Biomass+Morphology_.txt,processed,0,1,0.1
A+one-stage+cultivation+process+for+the+production+of+poly-3-%28hydroxybutyrate-co-hydroxyvalerate%29+from+olive+mill+wastewater+by+Haloferax+mediterranei_.txt,processed,1,0.8,0.9
Biodegradation+of+azo+dyes+by+white+rot+fungi_.txt,processed,1,0.9,1
Morphology%2C+drug+distribution%2C+and+in+vitro+release+profiles+of+biodegradable+polymeric+microspheres+containing+protein_.txt,processed,0,0.2,0.1
Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.txt,processed,0.8888888889,0.8,0.3
Characterization+of+the+genes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,processed,0.7777777778,0.8,0.2
Molecular+and+biochemical+characterization+of+the+gene+coding+for+azoreductase_.txt,processed,0.7777777778,0.2,0.2
Biosorption+of+reactive+dyes+on+the+green+alga+Chlorella+vulgaris_.txt,processed,0,0.2,0.1
Microbial+decolourization+of+azo+dyes%3A+A+Review_.txt,processed,0.4444444444,0.2,0.3
Coagulation+with+polymers+for+nanofiltration+pre-treatment+of+highly+concentrated+dyes%3A+A+review_.txt,processed,0.1111111111,0.3,0.1
The+status+of+abalone+culture+in+China_.txt,processed,0,0.2,0.1
Electrochemical+treatment+of+Orange+II+dye+solution-use+of+aluminum+sacrificial+electrodes+and+floc+characterization_.txt,processed,0,0.3,0.1
Does+choice+in+model+selection+affect+maximum+likelihood+analysis%3F_.txt,processed,0,0.2,0.1
Heterogeneous+catalytic+treatment+of+synthetic+dyes+in+aqueous+media+using+Fenton+and+photo-assisted+Fenton+process_.txt,processed,0.1111111111,0.3,0.2
Monitoring+and+control+of+biological+nutrient+removal+in+a+Sequencing+Batch+Reactor_.txt,processed,0.1111111111,0.2,0.2
The+process+chemometrics+approach+to+process+monitoring+and+fault+detection_.txt,processed,0.1111111111,0.2,0.1
Biodegradation+of+Diazo+Dye%2C+Reactive+Blue+160+by+Isolate+Microbacterium+sp.+B12+Mutant%3A+Identification+of+Intermediates+by+LC-MS_.txt,processed,0.2222222222,0.3,0.2
Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.txt,processed,0.1111111111,0.8,0.3
Modification+of+Industrial+Softwood+Kraft+Lignin+Using+Mannich+Reaction+with+and+without+Phenolation+Pretreatment_.txt,processed,0.2222222222,0.2,0.1
Molecular+evolutionary+genetics+analysis+%28MEGA%29+software+version+4.0_.txt,processed,0,0.2,0.1
Synthetic+dye+decolorization+capacity+of+white+rot+fungus+Dichomitus+squalens_.txt,processed,1,1,1
Adsorption+characteristics+of+a+novel+ceramsite+for+heavy+metal+removal+from+stormwater+runoff_.txt,processed,0.1111111111,0.3,0.2
Degradation+of+azo+dyes+by+environmental+microorganism+and+helminthes_.txt,processed,0,0.1,0.1
Methods+of+decoloration+of+textile+wastewater_.txt,processed,0.4444444444,0.3,0.8
Assessment+of+substitution+model+adequacy+using+frequentist+and+Bayesian+methods_.txt,processed,0,0.2,0.1
Treatment+of+brewery+slurry+in+thermophilic+anaerobic+sequencing+batch+reactor_.txt,processed,0.2222222222,0.2,0.2
Performance+of+a+newly+isolated+salt-tolerant+yeast+strain+Sterigmatomyces+halophilus..._.txt,processed,0.5555555556,0.2,0.4
Degradation+of+lignin+and+decolorization+of+paper+mill+bleach+plant+effluent+%28BPE%29+by+marine+fungi_.txt,processed,0,0.1,0.1
Textile+effluent+treatment+and+decolorization+techniques+%E2%80%93+A+review_.txt,processed,0.7777777778,0.4,0.4
Biodegradation+of+%CE%B2-Cyfluthrin+by+fungi_.txt,processed,0,0.2,0.1
Sublingual+Olanzapine+for+the+Treatment+of+Serotonin+Syndrome_.txt,processed,0,0.1,0.1
Application+of+cupuassu+shell+as+biosorbent+for+the+removal+of+textile+dyes+from+aqueous+solution_.txt,processed,0,0.3,0.3
Derelict+fishing+gear+in+the+Northwestern+Hawaiian+Islands%3A+Diving+surveys+and+debris+removal+in+1999+confirm+threat+to+coral+reef+ecosystems_.txt,processed,0.4444444444,0.1,0.2
Biodegradation+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase_.txt,processed,0.1111111111,0.2,0.5
Ecstasy%2C+serotonin+syndrome+and+the+treatment+of+hyperpyrexia_.txt,processed,0,0.1,0.1
Thallium+Sorption+onto+Birnessite_.txt,processed,0.1111111111,0.2,0.3
Immobilized+microalga+Scenedesmus+quadricauda+%28chlorophyta%2C+chlorococcales%29+for+long-term+storage+and+for+application+for+water+quality+control+in+fish+culture_.txt,processed,0.2222222222,0.8,0.2
Efficient+removal+of+dyes+using+heterogeneous+Fenton+catalysts+based+on+activated+carbon+fibers+with+enhanced+activity_.txt,processed,0.1111111111,0.3,0.1
Biodecolorization+of+textile+dye+effluent+by+Pseudomonas+putida+SKG-1+%28MTCC+10510%29+under+the+conditions+optimized+for+monoazo+dye+orange+II+color+removal+in+simulated+minimal+salt+medium_.txt,processed,0.1111111111,0.8,0.2
Experimental+and+theoretical+studies+of+treatment+of+industrial+wastewaters+by+a+sequencing+batch+reactor_.txt,processed,0.1111111111,0.3,0.3
Photodegradation+of+Reactive+Black+5+dye+using+TiO2+impregnated+ZSM-5_.txt,processed,0,0.3,0.1
A+chemometric+approach+to+supervisory+control+of+wastewater+treatment+operation_.txt,processed,0.1111111111,0.3,0.1
Aquatic+animal+research+in+space+station+and+its+issues_.txt,processed,0.2222222222,0.2,0.1
Prevascularization+of+porous+biodegradable+polymers_.txt,processed,0,0.2,0.1
Mycobacterium+smegmatis+enzyme+linked+to+dye+degradation_.txt,processed,0.8888888889,0.6,0.2
Immobilized+Isochrysis+galbana+for+long-term+storage+and+applications+for+feed+and+water+quality+control+in+clam+cultures_.txt,processed,0.3333333333,0.8,0.3
Appendix+E+Factors+for+Conversion_.txt,processed,0,0.1,0.1
Solar+photocatalytic+degradation+of+azo-dyes+by+photo-Fenton+process_.txt,processed,0,0.8,0.2
The+specificities+of+protein+kinase+inhibitors%3A+an+update_.txt,processed,0,0.2,0.1
Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes.+Recent+advances+in+biotechnology%2C+Recent+Trend+in+Biotechnology_.txt,processed,0.7777777778,0.8,0.2
Resistance+of+the+marine+diatom+Thalassiosira+sp.+to+toxicity+of+phenolic+compounds_.txt,processed,0.1111111111,1,0.1
Fluorophores+for+confocal+microscopy%3A+Photophysics+and+photochemistry_.txt,processed,0,0.2,0.1
Removal+of+reactive+dyes+from+wastewater+by+adsorption+on+coir+pith+activated+carbon_.txt,processed,0.3333333333,0.3,0.3
Bacterial+decolorization+of+the+azo+dye+methyl+red+by+Enterobacter+agglomerans_.txt,processed,0.1111111111,0.3,0.1
Immobilized+and+free+cell+comparisons+in+dye+decolorization_.txt,processed,0.2222222222,0.2,0.3
The+Hunter+Serotonin+Toxicity+Criteria%3A+simple+and+accurate+diagnostic+decision+rules+for+serotonin+toxicity_.txt,processed,0,0.1,0.1
Biodecolorization+of+azo+dye+%28Pigmented+red+208%29+using+Bacillus+firmus+and+Bacillus+laterosporus_.txt,processed,0.3333333333,0.8,0.4
Degradation+of+Reactive+Red+194+and+Reactive+Yellow+145+azo+dyes+by+O3+and+H2O2%2FUV-C+processes_.txt,processed,0,0.3,0.2
Preparation+and+properties+of+biodegradable+bamboo+powder%2Fpolycaprolactone+composites_.txt,processed,0.2222222222,0.2,0.8
Decolorization+of+azo+dyes+by+environmental+microorganisms+and+helminthes_.txt,processed,0,0.1,0.1
Diagnostic+and+localizing+value+of+ictal+SPECT+in+patients+with+nonconvulsive+status+epilepticus_.txt,processed,0,0.1,0.1
Effects+of+tween+20+and+tween+80+on+enzyme+stabilization+and+activity_.txt,processed,0,0.2,0.1
Uniform+Chemical+Functionality+of+Technical+Lignin+Using+Ethylene+Carbonate+for+Hydroxyethylation+and+Subsequent+Greener+Esterification_.txt,processed,0.1111111111,0.4,0.2
The+use+of+bacteria%E2%80%93polymer+composites+for+the+removal+of+colour+from+reactive+dye+effluents_.txt,processed,0,0.8,0.1
Decolorization+of+an+Azo+Dye+by+Unacclimated+Activated+Sludge+under+Anaerobic+Conditions_.txt,processed,0.4444444444,0.4,0.2
Mutagenicity+of+different+textile+dye+products+in+Salmonella+typhimurium+and+mouse+lymphoma+cells_.txt,processed,0,0.3,0.2
Studies+on+myo-inositolhexakisphosphate+degrading+enzyme+from+a+hyper-producing+strain+of+Aspergillus+niger+van+Teighem_.txt,processed,0.4444444444,0.3,0.6
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes..._.txt,processed,1,0.9,1
Dynamic+mathematical+modelling+of+sequencing+batch+reactor+with+aerated+and+mixed+filling+period_.txt,processed,0.1111111111,0.2,0.2
Three-dimensional+structure+of+AzoR+from+Escherichia+coli.+An+oxidereductase+conserved+in+microorganisms_.txt,processed,0.1111111111,0.4,0.3
Evaluation+of+support+materials+for+the+surface+immobilization+and+decolourization+of+amaranth+by+Trametes+versicolor_.txt,processed,1,0.9,1
The+removal+of+dyes+from+textile+wastewater%3A+a+study+of+the+physical+characteristics+and+adsorption+mechanisms+of+diatomaceous+earth_.txt,processed,0.2222222222,0.4,0.2
Removal+of+phenols+from+water+and+petroleum+industry+refinery+effluents+by+activated+carbon+obtained+from+coconut+coir+pith_.txt,processed,0,0.3,0.1
Impact+of+the+redox+mediator+sodium+anthraquinone-2%2C6-disulphonate+%28AQDS%29+on+the+reductive+decolourisation+of+the+azo+dye+Reactive+Red+2+%28RR2%29+in+one-+and+two-stage+anaerobic+systems_.txt,processed,0.7777777778,0.3,0.2
Remediation+of+dyes+in+textile+effluent%3A+A+critical+review+on+current+treatment+technologies+with+a+proposed+alternative_2001.txt,processed,1,0.9,0.9
Screening%2C+isolation+and+characterization+of+metal+producing+microorganism+and+their+application+and+in+formulation+development_.txt,processed,0.4444444444,0.2,0.3
Lipase+mediated+kinetic+resolution+of+%28RS%29-1-chloro-3-%283%2C4-difluorophenoxy%29-2-propanol+to+enantiomerically+pure+%28S%29-alcohol+for+the+synthesis+of+Lubeluzole+a+drug_.txt,processed,0.1111111111,0.3,0.7
Fed-batch+bioreactor+strategies+for+microbial+decolorization+of+azo+dye+using+a+Pseudomonas+luteola+strain_.txt,processed,0.1111111111,0.2,0.3
Mineralization+of+C.I.+Reactive+Blue+19+by+ozonation+combined+with+sonolysis%3A+Performance+optimization+and+degradation+mechanism_.txt,processed,0.1111111111,0.2,0.2
Food+additives%3B+protein+complements_.txt,processed,0,0.3,0.2
Wp%C5%82yw+sposobu+modyfikacji+w%C4%99gli+aktywnych+na+adsorpcj%C4%99+metali+ci%C4%99%C5%BCkich_.txt,processed,0.4444444444,0.6,0.1
Illinois+Environmental+Protection+Agency+%281990%29_.txt,processed,0.1111111111,0.3,0.1
Sorption+and+desorption+studies+of+chromium+%28VI%29+from+nonviable+cyano+bacterium+Nostoc+muscorum+biomass_.txt,processed,0.7777777778,0.9,0.8
Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.txt,processed,1,0.9,1
Interactions+between+bupropion+and+3%2C4-methylenedioxymethamphetamine+in+healthy+subjects_.txt,processed,0,0.2,0.1
Scaffolds+for+tissue+fabrication_.txt,processed,0,0.3,0.1
Preparation+and+Characterization+of+Starch%2FClay+Bio+nanocomposites+by+solvent+casting+method_.txt,processed,0,0.3,0.2
Serotonin+syndrome_.txt,processed,0,0.2,0.1
Treatment+of+basic+dye+bath+effluent+in+anaerobic+reactor_.txt,processed,0,0.1,0.1
Fenton+treatment+of+complex+industrial+wastewater%3A+optimization+of+process+conditions+by+surface+response+method_.txt,processed,0,0.3,0.2
Heterologous+expression+and+characterization+of+laccase+2+from+Coprinopsiscinerea+capable+of+decolourizing+different+recalcitrant+dyes_.txt,processed,0.8888888889,0.9,0.4
The+potential+of+sustainable+algal+biofuel+production+using+wastewater+resources_.txt,processed,0.3333333333,0.8,0.9
Impacts+of+marine+debris+on+biodiversity%3A+Current+status+and+potential+solutions_.txt,processed,0.1111111111,0.1,0.1
Treatment+of+complex+chemical+wastewater+in+a+sequencing+batch+reactor+%28SBR%29_.txt,processed,0,0.2,0.2
J.+Am.+Chem.+Soc._.txt,processed,0,0.1,0.1
Thermodynamics+of+removal+of+cadmium+by+adsorption+on+Barley+husk+biomass_.txt,processed,0.1111111111,0.4,0.2
Decolorization+of+naphthalene-containing+sulfonated+azo+dyes+by+Kerstersia+sp.+strain+VKY1_.txt,processed,0,0.5,0.3
Entanglement+of+grey+seals+Halichoerus+grypus+at+a+haul+out+site+in+Cornwall%2C+UK_.txt,processed,0,0.2,0.1
Marine+litter%3A+A+global+challenge_.txt,processed,0,0.2,0.3
Intrathecal+baclofen+withdrawal+syndrome+%E2%80%94+a+life-threatening+complication+of+baclofen+pump%3A+a+case+report_.txt,processed,0,0.1,0.1
Valproate-induced+hyperammonemic+encephalopathy+in+the+presence+of+topiramate_.txt,processed,0,0.1,0.1
Some+Properties+of+a+Sequencing+Batch+Reactor+System+for+Removal+of+Vat+Dyes_.txt,processed,0.3333333333,0.2,0.4
Adsorption+of+Acid+Yellow+36+by+activated+carbons+prepared+from+sawdust+and+rice-husk%3A+a+case+study+of+Acid+yellow+36_.txt,processed,0.2222222222,0.3,0.2
Multiple+hypothesis+testing+in+microarray+experiments_.txt,processed,0,0.2,0.1
Studies+on+Polymers+and+Composites+from+Lignin+and+Fiber+Derived+from+Sugar+Cane_.txt,processed,0,0.2,0.1
Marine+debris+and+human+impacts+on+sea+turtles+in+Southern+Brazil_.txt,processed,0,0.2,0.6
VDLUFA-Schriftenreihe_.txt,processed,0.1111111111,0.3,0.2
Attached+diatoms+in+Lake+Mashuu+and+its+value+of+the+diatom+assemblage+index+of+organic+water+pollution+%28DAIpo%29_.txt,processed,0,0.1,0
Microalgae+growth-promoting+bacteria+as+%22helpers%22+for+microalgae%3A+a+novel+approach+for+removing+ammonium+and+phosphorus+from+municipal+wastewater_.txt,processed,0.2222222222,0.7,0.1
Statistical+validation+of+peptide+identifications+in+large-scale+proteomics+using+target-decoy+database+search+strategy+and+flexible+mixture+modeling_.txt,processed,0,0.1,0.1
Can+olanzapine+be+implicated+in+causing+serotonin+syndrome%3F_.txt,processed,0,0.1,0.1
Biodegradation+of+methyl+red+by+Bacillus+sp.+strain+UN2%3A+decolorization+capacity..._.txt,processed,0.4444444444,0.8,0.3
Lost+at+Sea%3A+Where+Is+All+the+Plastic%3F_.txt,processed,0,0.3,0.1
Land+Treatment+Systems+for+Municipal+and+Industrial+Wastes_.txt,processed,0.4444444444,0.6,0.4
Nonconvulsive+status+epilepticus%3A+a+profile+of+patients+diagnosed+within+a+tertiary+referral+centre_.txt,processed,0,0.2,0.1
Comparison+of+quartz+sand%2C+anthracite%2C+shale+and+biological+ceramsite+for+adsorptive+removal+of+phosphorus+from+aqueous+solution_.txt,processed,0.1111111111,0.3,0.2
