id,filename,status,baseline_dye_1_score,baseline_dye_2_score,baseline_dye_3_score,few_shot_dye_1_score,few_shot_dye_2_score,few_shot_dye_3_score,cot_dye_1_score,cot_dye_2_score,cot_dye_3_score
100563,Catalytic+behavior+and+detoxifying+ability+of+an+a+typical+homotrimericlaccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100564,Three-dimensional+multiple-wavelength+fluorescence+microscopy+for+the+structural+analysis+of+biological+phenomena_.txt,processed,0.1,0.2,0.1,0.3,0.2,0.2,0.3,0.2,0.2
100565,Mixed+silage+of+Elodea+and+wheat+straw+as+a+substrate+for+energy+production+in+anaerobic+digestion+plants_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100566,A+geometric+model+for+intrinsic+residual+strain+and+phase+stability+in+high+entropy+alloys_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
100567,The+GENE-TOX+program%3A+genetic+activity+evaluation_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1
100568,Kinetics+of+decolourisation+and+biotransformation+of+direct+black+38+by+C.+hominis+and..._.txt,processed,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.8,0.2
100569,Enhanced+biodegradation+of+congo+red+by+using+Bacillus+sp._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,1.0
100570,Decolorization+of+simulated+textile+wastewater+in+an+anaerobic-aerobic+sequential+treatment+system_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100571,Chlorotriazine+Reactive+Azo+Red%2C+120+Textile+Dye+Induces+Micronuclei+in+Fish_.txt,processed,1.0,0.9,1.0,0.9,0.9,1.0,0.6,0.8,0.3
100572,Standard+Methods+for+the+Examination+of+Water+and+Wastewater_.txt,processed,0.6,1.0,1.0,0.7,0.8,0.7,0.3,0.3,0.4
100573,Induction+of+larval+attachment+and+metamorphosis+in+the+abalone+Haliotis+diversicolor+%28Reeve%29_.txt,processed,1.0,1.0,0.8,0.2,0.2,0.2,0.3,0.2,0.2
100574,Decolorization+of+azo+dyes+with+immobilized+Pseudomonas+luteola_.txt,processed,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1
100575,Polyhydroxyalkanoates%3A+Current+applications+in+the+medical+field_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1
100576,Partial+least+squares+regression%3A+A+tutorial_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100577,Biodegradation+of+bioaccessible+textile+azo+dyes+by+Phanerochaete+chrysosporium_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100578,Challenges+of+trace+elements+in+the+Swiss+environment_.txt,processed,1.0,0.9,1.0,0.8,0.8,1.0,0.8,0.9,0.6
100579,Phenoloxidases+in+Portabella+mushrooms_.txt,processed,0.8,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
100580,Decolorization+of+anthraquinone%2C+triphenylmethane+and+azo+dyes+by+a+new+isolated+Bacillus+cereus+strain+DC11_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100581,Design+and+development+of+functionalized+nanoparticles+for+combination+therapy+in+breast+cancer_.txt,processed,0.9,1.0,1.0,0.9,0.8,0.8,0.9,0.9,0.9
100582,MEGA5%3A+Molecular+Evolutionary+Genetics+Analysis+Using+Maximum+Likelihood%2C+Evolutionary+Distance%2C+and+Maximum+Parsimony+Methods_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
100583,Decolorization+of+azo+dyes+by+fungi_.txt,processed,1.0,0.9,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100584,High+selectivity+sensing+of+cobalt+in+HepG2+cells+based+on+necklace+model+microenvironment-modulated+carbon+dot-improved+chemiluminescence+in+Fenton-like+system_.txt,processed,0.1,0.3,0.1,0.3,0.2,0.2,0.2,0.3,0.1
100585,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static+and+agitated+cultures+of+Irpex+lacteus_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100586,Malignant+transformation+by+malachite+green_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,1.0
100587,Utilization+of+Azo+and+Triphenylmethane+dyes+as+a+sole+source+of+carbon%2C+energy+and+nitrogen+by+Bacillus+sp._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100588,Novel+conjugated+hybrid+material+for+efficient+lead%28II%29+capturing+from+contaminated+wastewater_.txt,processed,0.8,0.7,0.9,0.6,0.8,0.8,0.8,1.0,0.9
100589,Removal+of+anionic+azo+dyes+from+aqueous+solution+using+magnetic+polymer+multi-wall+carbon+nanotube+nanocomposite+as+adsorbent_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100590,Photodegradation+of+dye+pollutant+under+UV+light+by+nano-catalyst+doped+titania+thin+films_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100591,Nitrogen+removal+by+microalgae+via+glutamate+dehydrogenase_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100592,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolourization_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100593,Enzymatic+reduction+of+azo+and+indigoid+compounds..._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100594,How+much+is+a+clean+beach+worth%3F+The+impact+of+litter+on+beach+users+in+the+Cape+Peninsula%2C+South+Africa_.txt,processed,0.2,0.9,1.0,0.2,0.2,0.3,0.1,0.1,0.1
100595,Toxicity+and+metabolism+of+malachite+green_.txt,processed,1.0,1.0,1.0,0.8,0.9,0.6,0.8,0.8,0.8
100596,Copper+modified+iron+oxide+as+heterogeneous+photo-Fenton+reagent+for+dye+degradation_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100597,The+effect+of+pH+on+azo+dye+reduction+by+NADH_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100598,Removal+of+direct+blue-106+dye+from+aqueous+solution+using+new+activated+carbons+developed+from+pomegranate+peel%3A+adsorption+equilibrium+and+kinetics_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,1.0
100599,Biodegradation+of+azo+dyes+by+anaerobic+bacteria+isolated+from+human+intestinal+microflora_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100600,The+role+of+benthic+diatoms+in+the+early+life+stages+of+the+Japanese+abalone+Haliotis+discus+hannai_.txt,processed,0.1,0.5,0.1,0.1,0.2,0.2,0.1,0.1,0.1
100601,Empirical+statistical+model+to+estimate+the+accuracy+of+peptide+identification+made+by+MS%2FMS+and+database+search_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100602,Long-term+marine+litter+monitoring+in+the+remote+Great+Australian+Bight%2C+South+Australia_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100603,Algal+growth+media+and+sources+of+cultures_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.1
100604,Impact+of+Sparger+Pore+Size+on+Shear+Rates_.txt,processed,0.9,0.3,0.8,0.3,0.4,0.2,0.2,0.3,0.1
100605,Enhanced+carbon+and+nitrogen+removal+performance+of+simultaneously+anammox+and+denitrification+%28SAD%29+with+mannitol+addition+treating+saline+wastewater_.txt,processed,1.0,0.7,1.0,0.3,0.2,0.2,0.3,0.2,0.5
100606,Removal+of+azo+dye+using+Fenton+and+Fenton-like+processes%3A+Evaluation+of+process+factors+by+Box-Behnken+design+and+ecotoxicity+tests_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100607,The+three-dimensional+structure+of+NAD%28P%29H%3Aquinone+reductase%2C+a+flavoprotein+involved+in+cancer+chemoprotection+and+chemotherapy%3A+mechanism+of+the+two-electron+reduction_.txt,processed,0.3,0.1,0.3,0.2,0.2,0.2,0.2,0.4,0.3
100608,Clinical+Guidelines+for+Ibogaine-Assisted+Detoxification_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100609,Microbial+decolorization+and+degradation+of+textile+dye_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100610,Step-feeding+organic+carbon+enhances+high-strength+nitrate+and+ammonia+removal+via+DEAMOX+process_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3
100611,Biodegradation+of+azo+and+triphenylmethane+dyes+by+Amycolatopsis+orientalis_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,1.0
100612,New+safety+and+rapid+method+for+extraction+of+genomic+DNA+from+bacteria+and+yeast+strains+suitable+for+PCR+amplifications_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100613,Economic+and+environmental+analysis+of+five+Chinese+rural+toilet+technologies+based+on+the+economic+input-output+life+cycle+assessment_.txt,processed,1.0,1.0,1.0,0.6,0.7,0.2,0.6,0.9,0.9
100614,Separation%2C+purification+and+characterization+of+dye+degrading+enzyme+azoreductase+from+ba.._.txt,processed,0.9,1.0,1.0,0.3,0.2,0.5,1.0,0.8,0.7
100615,The+reduction+of+azo+dyes+by+the+intestinal+microflora_.txt,processed,1.0,1.0,1.0,0.9,0.8,0.9,0.8,0.9,0.4
100616,Constellations+in+a+cellular+universe_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100617,Treatment+of+patients+with+recurrent+primary+brain+tumors+with+AZQ_.txt,processed,0.1,0.1,0.4,0.2,0.2,0.2,0.3,0.4,0.2
100618,Removal+of+congo+red+by+wollastonite_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100619,Effect+of+composition%2C+calcination+temperature+%26+time+on+the+photocatalytic+degradation+of+azo+dye+using+Ag%40TiO2+core-shell+nanoparticles+under+sunlight_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100620,Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100621,Relationship+between+microbial+community+and+environmental+conditions+in+a+constructed+wetland+system+treating+greywater_.txt,processed,0.8,0.9,1.0,0.8,0.8,0.8,0.8,0.8,0.8
100622,Treatment+of+refractory+status+epilepticus+with+pentobarbital%2C+propofol%2C+or+midazolam%3A+a+systematic+review_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100623,Effect+of+some+operational+parameters+on+textile+dye+biodegradation+in+a+sequential+batch+reactor_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
100624,Comparison+of+S.+lividans+dye+degrading+capacity+against+clone+SlivAM1_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100625,Adsorption+kinetics+and+thermodynamics+and+equilibrium+of+ibuprofen+from+aqueous+solutions+by+activated+carbon+prepared+from+Lemna+minor_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
100626,Seq-Gen%3A+an+application+for+the+Monte+Carlo+simulation+of+DNA+sequence+evolution+along+phylogenetic+trees_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100627,Microaerophilic-aerobic+sequential+decolourization%2Fbiodegradation+of+textile+azo+dyes+by+a+novel+bacterial+consortium_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100628,Wykorzystanie+kompostu+jako+biosorbentu+w+usuwaniu+barwnik%C3%B3w+kwasowych+ze+%C5%9Bciek%C3%B3w+przemys%C5%82u+w%C5%82%C3%B3kienniczego_.txt,processed,1.0,0.9,1.0,1.0,0.8,0.8,0.9,0.9,0.8
100629,Development+of+probiotic+co-culture+system+and+studies+on+the+production+of+therapeutically+important+compounds_.txt,processed,1.0,1.0,1.0,0.9,0.8,1.0,0.9,1.0,1.0
100630,Nutrition+and+growth+of+abalone_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100631,Microbial+degradation+of+azo+dyes%3A+A+review_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100632,Detoxification+of+2%2C4-dichlorophenol+by+the+marine+microalga+Tetraselmis+marina_.txt,processed,0.7,1.0,0.9,0.8,0.8,0.8,0.8,0.9,0.8
100633,Sorption+and+desorption+studies+of+chromium+%28VI%29+from+nonviable+cyanobacterium+Nostoc+muscorum+biomass_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.9
100634,Crystal+structure+of+DsbD+in+E.+coli_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
100635,Plastic+accumulation+in+the+North+Atlantic+Subtropical+Gyre_.txt,processed,0.3,0.4,0.3,0.3,0.3,0.3,0.1,0.1,0.1
100636,Kinetics+and+mechanism+of+reactive+red+141+degradation+by+a+bacterial+isolate+Rhizobium+radiobacter+MTCC+8161_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0
100637,Enzymatic+reduction+of+azo+and+indigoid+compounds_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100638,Purification+and+characterization+of+an+oxygen+insensitive+azoreductase+from+Pseudomonas+aeruginosa_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100639,Decolorization+and+detoxification+of+sulfonated+azo+dye+CI+Remazol+red+and+textile+effluent+by+isolated+Lysinibacillus+sp.+RGS_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100640,Biodegradation+of+azo+dyes+and+nitroaromatic+compounds+by+bacterial+enzymes+from+the+human+intestinal+tract_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
100641,Azo+dye+decolorization+by+Shewanellaaquimarina+under+saline+conditions_.txt,processed,1.0,0.9,0.8,0.9,0.9,1.0,0.8,0.9,0.7
100642,Removal+of+cationic+dyes+from+aqueous+solution+using+an+anionic+poly-gamma-glutamic+acid-based+adsorbent_.txt,processed,1.0,0.9,1.0,0.8,0.8,0.6,0.6,0.5,0.4
100643,The+function+of+cytoplasmic+flavin+reductases+in+the+bacterial+reduction+of+azo+dyes_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100644,Out+of+sight+but+not+out+of+mind%3A+Harmful+effects+of+derelict+traps+in+selected+US+coastal+waters_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.1,0.2
100645,Suitable+N%2FP+molar+ratios+for+wastewater_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.8,0.8,0.9,0.8
100646,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9,1.0
100647,Plastic+contamination+in+the+decapod+crustacean+Nephrops+norvegicus+%28Linnaeus%2C+1758%29_.txt,processed,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2
100648,Acute+and+chronic+toxicity+of+nitrate+to+fathead+minnows+%28Pimephales+promelas%29%2C+Ceriodaphnia+dubia%2C+and+Daphnia+magna_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.6,0.1,0.2,0.2
100649,Evaluation+of+Waste+Treatment+Procedures+for+Specific+Pollutant+Removal_.txt,processed,1.0,1.0,1.0,0.9,0.8,0.9,1.0,0.8,0.6
100650,Optimization+of+phenol+degradation+by+Antarctic+bacterium+Rhodococcus+sp._.txt,processed,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,0.8
100651,Basiodiomycetes%3A+Homobasidiomycetidae_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100652,Physiological+Characterization+of+Azo+Dye+Reduction+in+Enterococcus+faecalis_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100653,Effects+of+Tween+20+and+Tween+80+on+the+Stability+of+Albutropin+during+Agitation_.txt,processed,0.5,0.3,0.3,0.2,0.2,0.3,0.8,0.7,0.8
100654,Refractory+organic+pollutants+and+toxicity+in+pulp+and+paper+mill+wastewaters_.txt,processed,1.0,1.0,0.9,0.9,0.5,0.8,0.9,0.9,0.8
100655,Metabolism+of+diaziquone+by+NAD%28P%29H%3A%28quinone+acceptor%29+oxidoreductase+%28DT-diaphorase..._.txt,processed,0.3,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.2
100656,Case+study+on+the+bioeffluent+of+petrochemical+wastewater+by+electro-Fenton+method_.txt,processed,0.2,0.7,0.1,0.3,0.4,0.2,0.2,0.5,0.6
100657,Mechanism+of+degradation+of+crystal+violet+by+Pseudomonas+putida_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100658,Isolation+of+a+bacterial+strain+with+the+ability+to+utilize+the+sulfonated+azo+compound+4-carboxy-4%27-sulfoazobenzene+as+the+sole+source+of+carbon+and+energy_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
100659,16S+ribosomal+DNA+sequence+analysis+of+a+large+collection+of+environmental+and+clinical+unidentifiable+bacterial+isolates_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100660,Part+II%3A+Applications+of+Artificial+Intelligence+for+Chemical+Inference.+Aliphatic+Ketones+Diagnosed+by+Their+Low-Resolution+Mass+Spectra_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100661,Nitrification%2C+denitrification+and+biological+phosphorus+removal+in+piggery+wastewater+using+a+sequencing+batch+reactor_.txt,processed,0.7,0.8,0.8,0.3,0.5,0.4,0.5,0.2,0.3
100662,Process+design+manual+for+phosphorus+removal_.txt,processed,0.8,1.0,0.2,0.8,0.8,0.8,0.4,0.7,0.3
100663,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
100664,Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
100665,Uptake+and+retention+of+microplastics+by+the+shore+crab+Carcinus+maenas_.txt,processed,0.9,0.8,0.3,0.3,0.3,0.3,0.4,0.5,0.3
100666,Factors+affecting+the+food+value+of+diatom+strains+for+post-larval_.txt,processed,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
100667,Decolorization+of+triphenylmethane+dyes+and+textile+and+dye-stuff+effluent+by+Kurthia+sp._.txt,processed,1.0,1.0,1.0,0.8,0.9,0.9,0.9,1.0,0.9
100668,Removal+of+fluoride+from+aqueous+solution+by+using+of+adsorption+onto+modified+lemna+minor%3A+adsorption+isotherm+and+kinetics+study_.txt,processed,1.0,1.0,1.0,0.3,0.3,0.2,0.1,0.1,0.2
100669,Small+doses+of+methylene+blue%2C+previously+considered+safe%2C+can+precipitate+serotonin+toxicity_.txt,processed,0.1,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3
100670,Bayesian+tensor+regression_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
100671,Comparative+analysis+of+environmental+DNA+extraction+and+purification+methods+from+different+humic+acid-rich+soils_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100672,Color+Chemistry+and+the+environment_.txt,processed,1.0,0.2,1.0,0.9,0.8,0.8,0.7,0.3,0.4
100673,Marine+debris+collects+within+the+North+Pacific+subtropical+convergence+zone_.txt,processed,1.0,0.8,0.6,0.3,0.5,0.3,0.3,0.4,0.2
100674,Bone+regeneration+on+computer-designed+nano-fibrous+scaffolds_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100675,Sequencing+batch+reactor+technology+in+Germany+-+an+overview_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9
100676,Daily+fluctuations+of+exopolymers+in+cultures+of+the+benthic+diatoms+Cylindrotheca+closterium+and+Nitzschia+sp.+%28Bacillariophyceae%29_.txt,processed,0.9,0.8,0.7,0.3,0.2,0.3,0.4,0.2,0.2
100677,Biological+decolorization+of+dye+solution+containing+malachite+green+by+microalgae+Cosmarium+sp._2007.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
100678,Biodegradation+and+decolorization+of+dye+wastewater%3A+a+review_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100679,Removal+of+hazardous+phenols+by+microalgae+under+photoautotrophic+conditions_.txt,processed,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
100680,An+azoreductase%2C+aerobic+NADH-dependent+flavoprotein+discovered+from+Bacillus+sp.%3A+function.._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0
100681,A+GAC+biofilm+reactor+for+the+continuous+degradation+of+4-chlorophenol%3A+treatment+efficiency+and+microbial+analysis_.txt,processed,1.0,1.0,0.9,0.8,0.8,0.7,0.9,0.9,1.0
100682,Diatoms+from+springs+in+Okinawa_.txt,processed,0.1,0.3,0.1,0.3,0.2,0.3,0.2,0.2,0.2
100683,Comparison+of+Laccase+Induction+Techniques_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9
100684,Single-cell+RNA+sequencing+of+Trypanosoma+brucei+from+tsetse+salivary+glands+unveils+metacyclogenesis+and+identifies+potential+transmission+blocking+antigens_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
100685,Adsorption+of+ciprofloxacin+antibiotic+using+powdered+activated+carbon+magnetized+by+iron%28III%29+oxide+magnetic+nanoparticles_.txt,processed,0.8,0.9,0.8,0.3,0.4,0.4,0.4,0.8,0.6
100686,Biodegradation+of+triphenylmethane+dye+crystal+violet+by+Cedecea+davisae_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100687,Wastewater+Engineering_.txt,processed,1.0,0.9,0.1,0.8,0.8,0.8,0.6,0.3,0.5
100688,J.+Phys.+Chem._.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.5
100689,Effect+of+dietary+protein+and+energy+level+on+growth+and+body+composition+of+South+African+abalone%2C+Haliotis+midae_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100690,Biodegradation+of+azo+dyes+by+bacteria+isolated+from+textile+industry+effluents_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100691,The+photo-Fenton+oxidation+-+a+cheap+and+efficient+wastewater+treatment+method_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,1.0
100692,Effects+of+genetically+modified+plants+on+microbial+communities+and+processes+in+soil_.txt,processed,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.1
100693,Bone+regeneration+on+computer-designed+nanofibrous+scaffolds_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
100694,Impact+of+carbon+source+and+COD%2FN+on+the+concurrent+operation+of+partial+denitrification+and+anammox_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.8,0.8,0.9,0.8
100695,Reactions+of+ferrous+and+ferric+ions+with+hydrogen+peroxide.+Part+II.+-+The+ferric+ion+reaction_.txt,processed,0.1,0.9,0.3,0.2,0.3,0.3,0.1,0.2,0.6
100696,The+use+of+white-rot+fungus+Funalia+trogII+%28Malatya%29+for+the+decolourization+and+phenol+removal+from+olive+mill+wastewater_.txt,processed,0.8,0.8,1.0,0.8,0.8,0.7,0.3,0.4,0.6
100697,Mechanism+of+triphenylmethane+dye+reduction_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100698,Functional+study+of+rat+5-HT2A+receptors+using+antisense+oligonucleotides_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100699,Humic+acid+degradation+in+aqueous+solution+by+the+photo-Fenton+process_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0.9
100700,Intravenous+valproate+as+an+innovative+therapy+in+seizure+emergency+situations+including+status+epilepticus-experience+in+102+adult+patients_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100701,Open+mass+spectrometry+search+algorithm_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100702,Photocatalytic+degradation+of+methyl+red+by+TiO2%3A+Comparison+of+the+efficiency+of+immobilized+nanoparticles+versus+conventional+suspended+catalyst_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9
100703,Separation%2C+purification+and+characterization+of+dye+degrading+enzyme+azoreductase..._.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100704,A+review+on+alkaline+pretreatment+technology+for+bioconversion+of+lignocellulosic+biomass_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.4,0.2
100705,Photo-Fenton+degradation+of+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0
100706,Combined+treatment+with+moclobemide+and+SSRIs_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
100707,Identification+of+Amycolatopsis+orientalis_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100708,On+the+Experimental+Investigation+of+Gas-Liquid+Flow+in+Bubble+Columns_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
100709,Biodecolorisation+of+textile+dyes+by+a+mixed+bacterial+consortium_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100710,Development+of+probiotic+co+-culture+system+and+studies+on+the+production+of+therapeutically+important+compounds_.txt,processed,1.0,1.0,1.0,0.9,0.8,0.9,0.9,0.9,1.0
100711,Saccharomyces+Genome+Database_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
100712,Decolorization+of+reactive+brilliant+red+K-2BP+with+the+white+rot+fungi+under+non-sterile+conditions_.txt,processed,0.1,0.1,0.1,0.0,0.3,0.1,0.1,0.1,0.1
100713,Procyclin+gene+expression+and+loss+of+the+variant+surface+glycoprotein+during+differentiation+of+Trypanosoma+brucei_.txt,processed,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1
100714,Pretreatment+of+textile+waste+water_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
100715,Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100716,Multivariate+statistical+process+control+of+batch+processes+based+on+three-way+models_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.2
100717,Investigation+on+rate-determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
