id,filename,baseline_newexpt_1_score,baseline_newexpt_2_score,baseline_newexpt_3_score,few_shot_newexpt_1_score,few_shot_newexpt_2_score,few_shot_newexpt_3_score,cot_newexpt_1_score,cot_newexpt_2_score,cot_newexpt_3_score
100634,Crystal+structure+of+DsbD+in+E.+coli_.txt,1,1,1,3,2,2,2,3,4
100635,Plastic+accumulation+in+the+North+Atlantic+Subtropical+Gyre_.txt,5,8,3,2,2,2,4,2,3
100636,Kinetics+and+mechanism+of+reactive+red+141+degradation+by+a+bacterial+isolate+Rhizobium+radiobacter+MTCC+8161_.txt,10,10,10,9,9,9,10,10,10
100637,Enzymatic+reduction+of+azo+and+indigoid+compounds_.txt,10,10,9,9,9,9,9,10,10
100638,Purification+and+characterization+of+an+oxygen+insensitive+azoreductase+from+Pseudomonas+aeruginosa_.txt,10,10,10,9,10,9,10,10,9
100639,Decolorization+and+detoxification+of+sulfonated+azo+dye+CI+Remazol+red+and+textile+effluent+by+isolated+Lysinibacillus+sp.+RGS_.txt,10,10,10,9,9,9,10,9,9
100640,Biodegradation+of+azo+dyes+and+nitroaromatic+compounds+by+bacterial+enzymes+from+the+human+intestinal+tract_.txt,2,1,1,2,2,2,4,3,2
100641,Azo+dye+decolorization+by+Shewanellaaquimarina+under+saline+conditions_.txt,1,1,1,2,2,2,2,2,2
100642,Removal+of+cationic+dyes+from+aqueous+solution+using+an+anionic+poly-gamma-glutamic+acid-based+adsorbent_.txt,10,10,10,9,9,9,10,9,9
100643,The+function+of+cytoplasmic+flavin+reductases+in+the+bacterial+reduction+of+azo+dyes_.txt,1,1,1,1,0,1,1,1,1
100644,Out+of+sight+but+not+out+of+mind%3A+Harmful+effects+of+derelict+traps+in+selected+US+coastal+waters_.txt,10,10,10,9,9,9,10,8,8
100645,Suitable+N%2FP+molar+ratios+for+wastewater_.txt,10,10,10,9,9,9,10,10,10
100646,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._.txt,8,1,10,2,8,9,10,8,7
100647,Plastic+contamination+in+the+decapod+crustacean+Nephrops+norvegicus+%28Linnaeus%2C+1758%29_.txt,10,10,9,9,9,9,10,10,10
100648,Acute+and+chronic+toxicity+of+nitrate+to+fathead+minnows+%28Pimephales+promelas%29%2C+Ceriodaphnia+dubia%2C+and+Daphnia+magna_.txt,9,8,8,9,9,9,9,10,9
100649,Evaluation+of+Waste+Treatment+Procedures+for+Specific+Pollutant+Removal_.txt,3,3,1,2,2,2,2,3,3
100650,Optimization+of+phenol+degradation+by+Antarctic+bacterium+Rhodococcus+sp._.txt,10,10,10,9,9,9,10,10,10
100651,Basiodiomycetes%3A+Homobasidiomycetidae_.txt,10,10,10,9,9,9,8,9,8
100652,Physiological+Characterization+of+Azo+Dye+Reduction+in+Enterococcus+faecalis_.txt,10,10,10,9,9,9,10,10,10
100653,Effects+of+Tween+20+and+Tween+80+on+the+Stability+of+Albutropin+during+Agitation_.txt,10,10,10,9,9,9,10,10,10
100654,Refractory+organic+pollutants+and+toxicity+in+pulp+and+paper+mill+wastewaters_.txt,1,1,1,2,4,2,7,8,9
100655,Metabolism+of+diaziquone+by+NAD%28P%29H%3A%28quinone+acceptor%29+oxidoreductase+%28DT-diaphorase..._.txt,10,10,10,9,9,9,10,10,10
100656,Case+study+on+the+bioeffluent+of+petrochemical+wastewater+by+electro-Fenton+method_.txt,10,10,10,9,9,9,9,10,9
100657,Mechanism+of+degradation+of+crystal+violet+by+Pseudomonas+putida_.txt,10,10,9,9,9,9,10,10,10
100658,Isolation+of+a+bacterial+strain+with+the+ability+to+utilize+the+sulfonated+azo+compound+4-carboxy-4%27-sulfoazobenzene+as+the+sole+source+of+carbon+and+energy_.txt,10,10,10,9,9,9,9,10,10
100659,16S+ribosomal+DNA+sequence+analysis+of+a+large+collection+of+environmental+and+clinical+unidentifiable+bacterial+isolates_.txt,10,10,10,9,9,9,10,10,10
100660,Part+II%3A+Applications+of+Artificial+Intelligence+for+Chemical+Inference.+Aliphatic+Ketones+Diagnosed+by+Their+Low-Resolution+Mass+Spectra_.txt,9,10,10,9,8,9,9,8,8
100661,Nitrification%2C+denitrification+and+biological+phosphorus+removal+in+piggery+wastewater+using+a+sequencing+batch+reactor_.txt,7,10,7,4,7,4,9,6,8
100662,Process+design+manual+for+phosphorus+removal_.txt,10,10,10,9,9,9,10,10,10
100663,Characterization+of+optimal+pH%2C+temperature+and+carbon+source+utilization+of+enzyme+for+dye+biodegradation_.txt,10,10,10,9,9,9,10,9,10
100664,Decolorization+of+different+textile+dyes+by+isolated+Aspergillus+niger_.txt,10,10,10,9,9,9,10,9,10
100665,Uptake+and+retention+of+microplastics+by+the+shore+crab+Carcinus+maenas_.txt,10,10,10,9,9,9,10,10,10
100666,Factors+affecting+the+food+value+of+diatom+strains+for+post-larval_.txt,1,1,1,1,0,1,1,1,5
100667,Decolorization+of+triphenylmethane+dyes+and+textile+and+dye-stuff+effluent+by+Kurthia+sp._.txt,10,10,10,3,10,10,10,10,10
100668,Removal+of+fluoride+from+aqueous+solution+by+using+of+adsorption+onto+modified+lemna+minor%3A+adsorption+isotherm+and+kinetics+study_.txt,1,1,1,2,2,2,1,1,1
100669,Small+doses+of+methylene+blue%2C+previously+considered+safe%2C+can+precipitate+serotonin+toxicity_.txt,10,10,10,9,9,9,6,5,3
100670,Bayesian+tensor+regression_.txt,1,1,1,2,2,2,2,3,3
100671,Comparative+analysis+of+environmental+DNA+extraction+and+purification+methods+from+different+humic+acid-rich+soils_.txt,10,9,10,9,9,9,10,9,9
100672,Color+Chemistry+and+the+environment_.txt,1,10,1,2,2,2,1,1,1
100673,Marine+debris+collects+within+the+North+Pacific+subtropical+convergence+zone_.txt,1,1,1,2,2,2,9,8,8
100674,Bone+regeneration+on+computer-designed+nano-fibrous+scaffolds_.txt,10,10,10,10,9,9,10,10,10
100675,Sequencing+batch+reactor+technology+in+Germany+-+an+overview_.txt,9,9,10,9,9,9,9,9,10
100676,Daily+fluctuations+of+exopolymers+in+cultures+of+the+benthic+diatoms+Cylindrotheca+closterium+and+Nitzschia+sp.+%28Bacillariophyceae%29_.txt,10,10,10,9,9,9,9,9,9
100677,Biological+decolorization+of+dye+solution+containing+malachite+green+by+microalgae+Cosmarium+sp._2007.txt,9,10,9,9,9,9,10,9,10
100678,Biodegradation+and+decolorization+of+dye+wastewater%3A+a+review_.txt,1,1,1,2,2,2,2,2,2
100679,Removal+of+hazardous+phenols+by+microalgae+under+photoautotrophic+conditions_.txt,9,8,10,9,9,9,9,9,10
100680,An+azoreductase%2C+aerobic+NADH-dependent+flavoprotein+discovered+from+Bacillus+sp.%3A+function.._.txt,10,10,10,9,9,9,10,9,10
100681,A+GAC+biofilm+reactor+for+the+continuous+degradation+of+4-chlorophenol%3A+treatment+efficiency+and+microbial+analysis_.txt,10,10,10,9,9,9,9,10,10
100682,Diatoms+from+springs+in+Okinawa_.txt,10,10,10,9,9,9,10,10,9
100683,Comparison+of+Laccase+Induction+Techniques_.txt,1,1,1,2,2,2,1,2,2
100684,Single-cell+RNA+sequencing+of+Trypanosoma+brucei+from+tsetse+salivary+glands+unveils+metacyclogenesis+and+identifies+potential+transmission+blocking+antigens_.txt,10,10,10,10,9,10,10,10,10
100685,Adsorption+of+ciprofloxacin+antibiotic+using+powdered+activated+carbon+magnetized+by+iron%28III%29+oxide+magnetic+nanoparticles_.txt,10,9,9,9,9,9,9,9,9
100686,Biodegradation+of+triphenylmethane+dye+crystal+violet+by+Cedecea+davisae_.txt,10,10,10,9,9,9,10,10,10
100687,Wastewater+Engineering_.txt,1,1,1,2,2,2,1,2,2
100688,J.+Phys.+Chem._.txt,10,8,2,2,2,2,1,5,1
100689,Effect+of+dietary+protein+and+energy+level+on+growth+and+body+composition+of+South+African+abalone%2C+Haliotis+midae_.txt,10,10,10,9,9,9,10,10,10
100690,Biodegradation+of+azo+dyes+by+bacteria+isolated+from+textile+industry+effluents_.txt,10,10,10,10,9,9,10,9,10
100691,The+photo-Fenton+oxidation+-+a+cheap+and+efficient+wastewater+treatment+method_.txt,1,1,1,2,2,2,1,2,1
100692,Effects+of+genetically+modified+plants+on+microbial+communities+and+processes+in+soil_.txt,1,1,1,2,2,2,2,5,3
100693,Bone+regeneration+on+computer-designed+nanofibrous+scaffolds_.txt,10,10,10,9,9,9,10,10,10
100694,Impact+of+carbon+source+and+COD%2FN+on+the+concurrent+operation+of+partial+denitrification+and+anammox_.txt,10,10,10,9,9,10,10,10,10
100695,Reactions+of+ferrous+and+ferric+ions+with+hydrogen+peroxide.+Part+II.+-+The+ferric+ion+reaction_.txt,10,10,10,9,9,9,10,10,10
100696,The+use+of+white-rot+fungus+Funalia+trogII+%28Malatya%29+for+the+decolourization+and+phenol+removal+from+olive+mill+wastewater_.txt,8,6,8,4,4,5,7,8,8
100697,Mechanism+of+triphenylmethane+dye+reduction_.txt,10,10,10,9,9,9,10,10,9
100698,Functional+study+of+rat+5-HT2A+receptors+using+antisense+oligonucleotides_.txt,10,10,10,9,9,9,10,9,10
100699,Humic+acid+degradation+in+aqueous+solution+by+the+photo-Fenton+process_.txt,6,2,5,3,3,2,3,5,3
100700,Intravenous+valproate+as+an+innovative+therapy+in+seizure+emergency+situations+including+status+epilepticus-experience+in+102+adult+patients_.txt,10,10,10,9,9,9,8,9,10
100701,Open+mass+spectrometry+search+algorithm_.txt,1,5,2,2,2,2,2,2,2
100702,Photocatalytic+degradation+of+methyl+red+by+TiO2%3A+Comparison+of+the+efficiency+of+immobilized+nanoparticles+versus+conventional+suspended+catalyst_.txt,1,1,1,2,2,2,1,2,2
100703,Separation%2C+purification+and+characterization+of+dye+degrading+enzyme+azoreductase..._.txt,9,10,10,9,9,9,10,9,10
100704,A+review+on+alkaline+pretreatment+technology+for+bioconversion+of+lignocellulosic+biomass_.txt,1,1,1,2,2,2,1,2,2
100705,Photo-Fenton+degradation+of+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
100706,Combined+treatment+with+moclobemide+and+SSRIs_.txt,10,10,10,2,8,9,1,1,3
100707,Identification+of+Amycolatopsis+orientalis_.txt,1,1,1,2,2,2,2,1,1
100708,On+the+Experimental+Investigation+of+Gas-Liquid+Flow+in+Bubble+Columns_.txt,10,10,10,9,9,9,10,10,10
100709,Biodecolorisation+of+textile+dyes+by+a+mixed+bacterial+consortium_.txt,10,10,10,9,9,9,10,10,10
100710,Development+of+probiotic+co+-culture+system+and+studies+on+the+production+of+therapeutically+important+compounds_.txt,10,10,10,9,9,9,10,10,9
100711,Saccharomyces+Genome+Database_.txt,1,3,2,3,2,3,2,3,3
100712,Decolorization+of+reactive+brilliant+red+K-2BP+with+the+white+rot+fungi+under+non-sterile+conditions_.txt,1,1,1,1,1,1,1,1,1
100713,Procyclin+gene+expression+and+loss+of+the+variant+surface+glycoprotein+during+differentiation+of+Trypanosoma+brucei_.txt,10,10,10,9,9,9,10,9,10
100714,Pretreatment+of+textile+waste+water_.txt,10,10,10,9,9,9,10,10,10
100715,Decolorization+of+three+acid+dyes+by+enzymes+from+fungal+strains_.txt,10,10,10,9,9,9,10,10,10
100716,Multivariate+statistical+process+control+of+batch+processes+based+on+three-way+models_.txt,10,10,10,9,9,9,8,9,9
100717,Investigation+on+rate-determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
100718,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.txt,10,10,10,9,9,9,10,10,10
100719,Antiepileptic+drug+levels+impaired+by+co-administration+of+other+enzyme-inducing+drugs+may+also+facilitate+the+onset+of+NCSE_.txt,1,1,1,2,2,2,3,2,2
100720,Utilization+of+various+agricultural+wastes+for+activated+carbon+preparation+and+application+for+the+removal+of+dyes+and+metal+ions+from+aqueous+solution_.txt,1,1,1,1,2,2,1,2,1
100721,Surface+modification+of+smithsonite+with+ammonia+to+enhance+the+formation+of+sulfidization+products+and+its+response+to+flotation_.txt,10,10,10,9,9,9,10,10,10
100722,Impacts+of+operating+parameters+on+oxidation-reduction+potential+and+pretreatment+efficacy+in+the+pretreatment+of+printing+and+dyeing+wastewater+by+Fenton+process_.txt,10,10,10,9,9,9,10,9,10
100723,Reactive+dye+bioaccumulation+by+Saccharomyces+cerevisiae_.txt,10,10,10,9,9,9,10,10,10
100724,Application+of+carbon+adsorbents+prepared+from+Brazilian-pine+fruit+shell+for+the+removal+of+reactive+orange+16+from+aqueous+solution%3A+Kinetic%2C+equilibrium%2C+and+thermodynamic+studies_.txt,10,10,10,9,9,9,10,10,9
100725,Performance+and+bacterial+communities+in+unsaturated+and+saturated+zones+of+a+vertical-flow+constructed+wetland+with+continuous-feed_.txt,10,10,10,9,9,9,10,9,10
100726,Nitrate+utilization+by+the+diatom+Skeletonema+costatum_.txt,1,1,1,2,2,2,2,3,2
100727,Diagnostic+PCR%3A+making+internal+amplification+control+mandatory_.txt,8,3,1,2,2,2,4,2,2
100728,Remote+sensing+reveals+links+among+the+endangered+Hawaiian+monk+seal%2C+marine+debris%2C+and+El+Ni%C3%B1o_.txt,1,1,1,2,2,2,2,2,1
100729,Mechanistic+study+of+the+biodegradation+of+triphenylmethane+dyes_.txt,10,10,10,9,9,10,10,10,10
100730,Perineal+use+of+talcum+powder+and+endometrial+cancer+risk_.txt,1,1,1,2,2,2,1,2,1
100731,Electrostatic+interaction+of+enzymes+with+dyes_.txt,1,1,1,2,2,2,2,1,6
100732,Nonconvulsive+status+epilepticus+as+a+cause+of+confusion+in+later+life%3A+a+report+of+5+cases_.txt,1,1,1,2,2,2,1,1,2
100733,Selective+serotonin+reuptake+inhibitor+poisoning%3A+An+evidence-based+consensus+guideline+for+out-of-hospital+management_.txt,1,1,1,2,2,2,2,4,2
100734,Properties+and+Application+of+Organic+Dyes+and+Pigments_.txt,0,1,1,2,1,2,1,1,1
100735,Decolorization+of+synthetic+dyes+by+solid+state+culture+of+Lentinula+%28Lentinus%29+edodes+producing+manganese+peroxidase+as+the+main+lignolytic+enzyme_.txt,10,10,10,9,9,9,10,10,10
100736,N-Propanol+as+a+substrate+for+assaying+the+ligninperoxidase+activity+of+Phanerochaete+chrysoporium_.txt,10,10,10,9,9,9,10,10,10
100737,Effect+of+molar+ratio+%26+Calcination+temperature+on+the+photocatalytic+degradation+of+azo+dye+using+Ag%40TiO2+core-shell+nanoparticles+under+UV+light_.txt,10,10,10,9,9,9,10,10,10
100738,Photo-Fenton+degradation+of+malachite+green+catalyzed+by+aromatic+compounds+under+visible+light+irradiation_.txt,1,10,2,5,3,9,8,8,3
100739,A+new+alkali+thermostable+azoreductase+from+Bacillus+sp.+Strain+SF_.txt,10,10,10,9,9,9,10,10,9
100740,Treatment+of+simulated+reactive+yellow+22+%28azo%29+dye+effluents+using+Spirogyra+species_.txt,1,1,1,1,1,2,1,1,1
100741,Influence+of+particle+size+of+zero-valent+iron+and+dissolved+silica+on+the+reactivity+of+activated+persulfate+for+degradation+of+acid+orange+7_.txt,10,10,10,9,9,10,10,10,10
100742,The+mechanism+of+isotope+fractionation+during+algal+nitrate+assimilation+as+illuminated+by+the+15N%2F14N+of+intracellular+nitrate_.txt,10,10,10,9,9,9,10,10,10
100743,Bifidobacterium+infantis+35624%3A+a+novel+probiotic+for+the+treatment+of+irritable+bowel+syndrome_.txt,2,1,1,2,2,2,5,3,3
100744,Microorganism+based+treatment+of+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
100745,Colour+Chemistry--Synthesis%2C+Properties+and+Applications+of+Organic+Dyes+and+Pigments_.txt,5,1,1,2,1,2,3,1,1
100746,Engineering+the+Monomer+Composition+of+Polyhydroxyalkanoates+Synthesized+in+Saccharomyces+cerevisiae_.txt,10,10,10,9,9,9,9,10,9
100747,Efficacy+of+propofol+and+thiopental+in+the+treatment+of+refractory+status+epilepticus+in+18+patients_.txt,1,1,1,2,2,2,1,2,1
100748,Diatoms+of+the+Kwang+River+%28Kwangchun%29%2C+South+Korea+II.+Family+Naviculaceae_.txt,10,9,10,9,9,9,10,10,10
100749,Marine+litter%3A+Progress+in+developing+an+integrated+policy+approach+in+Scotland_.txt,5,3,2,2,2,2,3,2,2
100750,Investigation+of+an+acetate-fed+denitrifying+microbial+community+by+stable+isotope+probing%2C+full-cycle+rRNA+analysis%2C+and+fluorescent+in+situ+hybridization+microautoradiography_.txt,10,10,10,9,9,9,9,9,10
100751,Effect+of+Phenolic+Effluent+on+Biomass+Morphology_.txt,9,10,1,2,3,7,8,9,8
100752,A+one-stage+cultivation+process+for+the+production+of+poly-3-%28hydroxybutyrate-co-hydroxyvalerate%29+from+olive+mill+wastewater+by+Haloferax+mediterranei_.txt,10,10,10,9,9,9,10,10,10
100753,Biodegradation+of+azo+dyes+by+white+rot+fungi_.txt,10,10,10,9,9,9,10,10,10
100754,Morphology%2C+drug+distribution%2C+and+in+vitro+release+profiles+of+biodegradable+polymeric+microspheres+containing+protein_.txt,1,1,1,2,2,2,2,2,1
100755,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.txt,10,10,10,9,9,9,10,10,10
100756,Characterization+of+the+genes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,10,10,10,9,9,9,10,10,10
100757,Molecular+and+biochemical+characterization+of+the+gene+coding+for+azoreductase_.txt,10,10,10,9,9,9,10,10,10
100758,Biosorption+of+reactive+dyes+on+the+green+alga+Chlorella+vulgaris_.txt,1,1,1,2,2,1,1,1,1
100759,Microbial+decolourization+of+azo+dyes%3A+A+Review_.txt,10,10,10,9,9,9,10,10,10
100760,Coagulation+with+polymers+for+nanofiltration+pre-treatment+of+highly+concentrated+dyes%3A+A+review_.txt,10,10,10,9,9,9,10,10,10
100761,The+status+of+abalone+culture+in+China_.txt,10,10,10,9,9,9,10,10,10
100762,Electrochemical+treatment+of+Orange+II+dye+solution-use+of+aluminum+sacrificial+electrodes+and+floc+characterization_.txt,10,10,10,9,9,9,10,9,10
100763,Does+choice+in+model+selection+affect+maximum+likelihood+analysis%3F_.txt,10,9,10,9,9,9,10,8,9
100764,Heterogeneous+catalytic+treatment+of+synthetic+dyes+in+aqueous+media+using+Fenton+and+photo-assisted+Fenton+process_.txt,1,1,1,2,2,2,1,1,1
100765,Monitoring+and+control+of+biological+nutrient+removal+in+a+Sequencing+Batch+Reactor_.txt,2,3,10,3,3,4,9,9,7
100766,The+process+chemometrics+approach+to+process+monitoring+and+fault+detection_.txt,10,10,10,9,9,9,9,8,8
100767,Biodegradation+of+Diazo+Dye%2C+Reactive+Blue+160+by+Isolate+Microbacterium+sp.+B12+Mutant%3A+Identification+of+Intermediates+by+LC-MS_.txt,10,10,10,9,9,9,10,10,10
100768,Development+of+a+Classification+Scheme+using+a+Secondary+and+Tertiary+Amino+Acid+Analysis+of+Azoreductase+Gene_.txt,10,10,10,9,9,9,9,10,10
100769,Modification+of+Industrial+Softwood+Kraft+Lignin+Using+Mannich+Reaction+with+and+without+Phenolation+Pretreatment_.txt,8,9,10,9,7,10,8,9,8
100770,Molecular+evolutionary+genetics+analysis+%28MEGA%29+software+version+4.0_.txt,1,1,1,2,2,1,8,10,10
100771,Synthetic+dye+decolorization+capacity+of+white+rot+fungus+Dichomitus+squalens_.txt,10,10,10,9,9,9,10,10,10
100772,Adsorption+characteristics+of+a+novel+ceramsite+for+heavy+metal+removal+from+stormwater+runoff_.txt,10,10,10,9,9,9,10,10,10
100773,Degradation+of+azo+dyes+by+environmental+microorganism+and+helminthes_.txt,1,1,1,2,1,1,1,1,1
100774,Methods+of+decoloration+of+textile+wastewater_.txt,1,1,1,2,2,2,2,2,2
100775,Assessment+of+substitution+model+adequacy+using+frequentist+and+Bayesian+methods_.txt,10,10,10,9,9,9,8,9,9
100776,Treatment+of+brewery+slurry+in+thermophilic+anaerobic+sequencing+batch+reactor_.txt,8,9,10,8,8,4,7,8,8
100777,Performance+of+a+newly+isolated+salt-tolerant+yeast+strain+Sterigmatomyces+halophilus..._.txt,1,1,1,2,2,2,1,1,2
100778,Degradation+of+lignin+and+decolorization+of+paper+mill+bleach+plant+effluent+%28BPE%29+by+marine+fungi_.txt,1,1,1,1,2,2,1,1,1
100779,Textile+effluent+treatment+and+decolorization+techniques+%E2%80%93+A+review_.txt,1,1,1,2,2,2,2,1,2
100780,Biodegradation+of+%CE%B2-Cyfluthrin+by+fungi_.txt,1,1,1,2,2,2,2,1,1
100781,Sublingual+Olanzapine+for+the+Treatment+of+Serotonin+Syndrome_.txt,10,10,1,3,8,8,8,8,8
100782,Application+of+cupuassu+shell+as+biosorbent+for+the+removal+of+textile+dyes+from+aqueous+solution_.txt,1,1,1,0,2,1,1,1,1
100783,Derelict+fishing+gear+in+the+Northwestern+Hawaiian+Islands%3A+Diving+surveys+and+debris+removal+in+1999+confirm+threat+to+coral+reef+ecosystems_.txt,10,10,10,9,9,9,10,10,10
100784,Biodegradation+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase_.txt,1,1,1,2,2,2,1,1,1
100785,Ecstasy%2C+serotonin+syndrome+and+the+treatment+of+hyperpyrexia_.txt,1,1,1,2,2,2,2,1,2
100786,Thallium+Sorption+onto+Birnessite_.txt,10,10,10,10,9,10,10,10,10
100787,Immobilized+microalga+Scenedesmus+quadricauda+%28chlorophyta%2C+chlorococcales%29+for+long-term+storage+and+for+application+for+water+quality+control+in+fish+culture_.txt,10,10,10,9,9,9,10,10,10
100788,Efficient+removal+of+dyes+using+heterogeneous+Fenton+catalysts+based+on+activated+carbon+fibers+with+enhanced+activity_.txt,10,10,10,9,9,9,10,10,9
100789,Biodecolorization+of+textile+dye+effluent+by+Pseudomonas+putida+SKG-1+%28MTCC+10510%29+under+the+conditions+optimized+for+monoazo+dye+orange+II+color+removal+in+simulated+minimal+salt+medium_.txt,10,10,10,9,9,9,9,10,10
100790,Experimental+and+theoretical+studies+of+treatment+of+industrial+wastewaters+by+a+sequencing+batch+reactor_.txt,10,8,10,9,9,9,9,9,9
100791,Photodegradation+of+Reactive+Black+5+dye+using+TiO2+impregnated+ZSM-5_.txt,10,10,10,9,9,9,10,9,9
100792,A+chemometric+approach+to+supervisory+control+of+wastewater+treatment+operation_.txt,10,10,8,9,9,10,8,9,9
100793,Aquatic+animal+research+in+space+station+and+its+issues_.txt,9,9,10,9,9,9,10,9,10
100794,Prevascularization+of+porous+biodegradable+polymers_.txt,1,1,1,2,2,2,1,2,2
100795,Mycobacterium+smegmatis+enzyme+linked+to+dye+degradation_.txt,10,9,10,9,9,9,9,9,9
100796,Immobilized+Isochrysis+galbana+for+long-term+storage+and+applications+for+feed+and+water+quality+control+in+clam+cultures_.txt,3,2,3,3,4,2,8,3,6
100797,Appendix+E+Factors+for+Conversion_.txt,1,1,1,2,2,2,1,1,1
100798,Solar+photocatalytic+degradation+of+azo-dyes+by+photo-Fenton+process_.txt,8,9,10,2,2,2,9,10,10
100799,The+specificities+of+protein+kinase+inhibitors%3A+an+update_.txt,10,10,10,9,9,9,9,8,10
100800,Potential+of+bacteria+for+biological+decolorization+and+degradation+of+synthetic+dyes.+Recent+advances+in+biotechnology%2C+Recent+Trend+in+Biotechnology_.txt,10,10,10,9,9,9,10,10,10
