temperature,duration,pH,source_file,type_of_dye,type_of_fungi,concentration_of_dye,concentration_of_fungi,method_of_agitation,decolorization_result,additional_information,fungal_form
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Reactive Red 35,Enterococcus gallinarum,not specified,not specified,not specified,decolorization and degradation,Toxicity assessment conducted.,not specified
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Reactive Red HE8B,not specified,not specified,not specified,not specified,completed,Bacterial transformation studied.,not specified
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Azo dyes,Fungal consortium,not specified,not specified,not specified,significant decolorization,Study involved various azo dyes.,mycelium
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Phenol,not specified,not specified,not specified,not specified,biodegradation observed,Investigation on phenol degradation.,not specified
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Textile dyes,Microbial consortium,not specified,not specified,not specified,decolorization achieved,Study highlighted the microbial action on various textile dyes.,not specified
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Not specified,Trichoderma spp.,not specified,not specified,not specified,decolorization observed,Biosynthesis of IAA studied alongside dye degradation.,whole fungi
not specified,not specified,not specified,Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.csv,Hydroquinone,Bacterial consortium,not specified,not specified,not specified,efficient degradation,Bacterial degradation process studied.,not specified
room temperature,10 days,not specified,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.csv,Nylosan yellow E2RL SGR,Trichosporon sp.,60 mg/L,1.5 x 10^3 CFU/mL,static,50%,highest rate of decolorization,whole fungi
room temperature,10 days,not specified,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.csv,Nylosan yellow E2RL SGR,Galactomyces sp.,60 mg/L,2.5 x 10^3 - 3.5 x 10^3 CFU/mL,static,14%,lower decolorization efficiency,whole fungi
temperature fluctuated between 22°C and 26°C,total operational 100 days,varies,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.csv,Nylosan yellow E2RL SGR,not specified (bacteria),60 mg/L,"varies (e.g., Serratia marcescens, Klebsiella oxytoca)",not specified,85% (overall dye removal efficiency),sample analysis conducted across different days,not applicable
22°C to 26°C,24 hours cycle,pH between 5.5 and 9,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.csv,not specified,mixed culture with bacteria and fungi,varied (20 to 80 mg/L),5.5 g/L (activated sludge),stirred at 50 rpm,dye removal efficiency up to 97% after ultrafiltration,influenced by alternating anaerobic and aerobic conditions,mixed fungal mass
37˚C,18h,4.0,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Candida utilis(1),10 mg/L,40%,static aerobic,63.85%,,whole fungi
25˚C,18h,6.0,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Candida sphaerica,10 mg/L,40%,static aerobic,68.83%,,whole fungi
25˚C,18h,5.5,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Rhodotorula glutinis,10 mg/L,40%,static aerobic,66.88%,,whole fungi
25˚C,18h,4.0,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Rhodotorula rubra,10 mg/L,40%,static anaerobic,67.75%,,whole fungi
25˚C,18h,4.0,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Cryptococcus albidus,10 mg/L,40%,static anaerobic,68.40%,,whole fungi
25˚C,24h,6.0,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Candida utilis(1),10 mg/L,40%,static aerobic,<pH 6 showed significantly lower decolorization</p>,Figures detail condition parameters,whole fungi
25˚C,18h,5.5,Peptone-induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.csv,Reactive Brilliant Blue,Rhodotorula glutinis,200 mg/L,40%,static anaerobic,Sharp drop in decolorization,Observation noted for high concentration,whole fungi
30°C,3 days,4.0,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),5 mL inoculum,shaking,100%,Complete decolorization occurred using maltose and ammonium sulfate as carbon and nitrogen sources.,whole fungi
30°C,4 days,4.0,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),5 mL inoculum,shaking,89.2%,Maximum decolorization observed at this temperature after 4 days.,whole fungi
30°C,3 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),5 mL inoculum,shaking,84.8%,Initial screening study result.,whole fungi
35°C,3 days,4.0,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),5 mL inoculum,shaking,Not specified,Decolorization efficiency varies with temperature.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),1 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),2 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),3 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),4 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),6 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30°C,10 days,4.5,Capacity+of+Irpexlacteus+and+Pleurotusostreatus+for+decolorization+of+chemically+different+dyes_.csv,Solar brilliant red 80,Schizophyllum commune IBL-06,0.01% (w/v),7 mL inoculum,shaking,Not specified,Assessment of varying inoculum size.,whole fungi
30 ºC,6 h,7.0,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,500 mg L-1,,shaking,100% degradation,,none
,16 days,,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,10 mg kg-1,,,90% degradation in sewage sludge,,none
30 ºC,6 h,7.0,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,1 mg L-1,,shaking,100% degradation,,none
30 ºC,28 h,7.0,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,500 mg L-1,,shaking,500 mg L-1 degraded,66% mineralized in 3 days,none
30 ºC,14 days,,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,10 mg L-1,,,26% degradation by L. neptuniae,Degradation tested in presence of glucose,none
30 ºC,16 days,,Biodegradation+of+high+molecular+weight+PAHs+using+isolated+yeast+mixtures%3A+application+of+metagenomic+methods+for+community+structure+analyses_.csv,Ibuprofen,none,10 mg kg-1,,,90% degradation in sludge,Non-inoculated control dissipation was only 30%,none
37°C,48 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Coomassie Brilliant Blue G-250,Salinivibrio kushneri HTSP,<150 mg/L,Not specified,Shaking,Complete decolorization,Decolorization decreased at higher concentrations.,Whole fungi
37°C,48 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Coomassie Brilliant Blue G-250,Salinivibrio kushneri HTSP,500-3000 mg/L,Not specified,Not specified,90% decolorization within 48 hours,The rate of decolorization decreased with an increase in dye concentration.,Whole fungi
37°C,48 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Congo Red,Salinivibrio kushneri HTSP,50-800 mg/L,Not specified,Not specified,Complete decolorization,The decolorization was highest at lower concentrations.,Whole fungi
37°C,48 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Safranin,Salinivibrio kushneri HTSP,50-800 mg/L,Not specified,Not specified,Complete decolorization at lower concentrations,Decolorization decreased at higher dye concentrations.,Whole fungi
37°C,24 hours,4.5,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Acid Orange 7,Trametes versicolor,100 mg/L,0.3 U/ml,Not specified,75.6% with immobilized laccase,Dye degradation improved with the addition of small molecular mediators.,Whole fungi
37°C,24 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Bromophenol Blue,Recombinant laccase mutants,100 mg/L,Not applicable,Not specified,Significant improvement with lac2-9 over rlac1338,Enhanced degradation due to directed evolution.,Not applicable
37°C,24 hours,6,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Coomassie Brilliant Blue G250,Recombinant laccase lac2-9,100 mg/L,Not applicable,Shaking,Enhanced degradation rates due to added mediators,Degradation improvement was up to 3.4 times compared to original laccase.,Not applicable
37°C,24 hours,Not specified,Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.csv,Acid Violet 7,Recombinant laccase mutants,100 mg/L,Not applicable,Not specified,Significant improvement with lac2-9,The presence of ABTS improved the degradation ability.,Not applicable
25 ± 1.5 °C,7 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Congo Red,Grammothele subargentea,0.01% (w/v),,,1.0,Growth reduction: 22%; Laccase activity: 34.8 ± 61.7 mU/cm3,mycelium
25 ± 1.5 °C,7 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Methyl Red,Grammothele subargentea,0.01% (w/v),,,1.0,Growth reduction: 42.4%; Laccase activity: 52.2 ± 62.5 mU/cm3,mycelium
25 ± 1.5 °C,7 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Trypan Blue,Grammothele subargentea,0.01% (w/v),,,1.0,Growth reduction: 1.3%; Laccase activity: 8.6 ± 63.0 mU/cm3,mycelium
25 ± 1.5 °C,21 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Methylene Blue B,Grammothele subargentea,0.01% (w/v),,,4.0,Growth reduction: 26.9 ± 64.1%; Laccase activity: 13.8 ± 61.3 mU/cm3,mycelium
25 ± 1.5 °C,7 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Bengal Rose,Grammothele subargentea,0.01% (w/v),,,1.0,Growth reduction: 50.6 ± 63.2%; Laccase activity: 75.0 ± 610.6 mU/cm3,mycelium
25 ± 1.5 °C,21 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Brilliant Green,Grammothele subargentea,0.01% (w/v),,,3.0,Growth reduction: 90.3 ± 62.5%; Laccase activity: 292.0 ± 643.2 mU/cm3,mycelium
25 ± 1.5 °C,21 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Crystal Violet,Grammothele subargentea,0.01% (w/v),,,3.0,Growth reduction: 84.8 ± 63.9%; Laccase activity: 143.5 ± 642.8 mU/cm3,mycelium
25 ± 1.5 °C,21 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Fuchsin,Grammothele subargentea,0.01% (w/v),,,2.0,Growth reduction: 23.9 ± 62.4%; Laccase activity: 55.9 ± 610.0 mU/cm3,mycelium
25 ± 1.5 °C,7 and 21 days,,Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_.csv,Laccase activity,Grammothele subargentea,,,,,Analyzed after 7 and 21 days,mycelium
21.6 ± 3.2 ºC,2 weeks,7.4 ± 0.5 (urban wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,discontinuous mode,,CWs acclimatized and established biological activity,
21.6 ± 3.2 ºC,up to 8 days,7.4 ± 0.5 (urban wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,discontinuous mode,,"HRTs of 0.5, 1, 2, 4, 6, and 8 days assessed",
21.6 ± 3.2 ºC,indefinite,7.4 ± 0.5 (urban wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,continuous mode,,Flooding rates of 89% and 54% were evaluated,
21.6 ± 3.2 ºC,"1, 2, or 4 days",8.62 ± 0.08 (industrial wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,discontinuous mode,,Addition of glucose at 0.15 g per liter tested,
21.6 ± 3.2 ºC,up to 1 day,8.62 ± 0.08 (industrial wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,discontinuous mode,,CWs treated distillery wastewater,
21.6 ± 3.2 ºC,,8.62 ± 0.08 (industrial wastewater),Evaluation+of+solid+waste+stratified+mixtures+as+constructed+wetland+fillers+under+different+operation+modes_.csv,,,,,,,CWs were successful in removing pollutants,
25°C,23 days,9,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes..._.csv,Vat Red 10,Galactomyces geotrichum,0.01%,120x10^6 cells/ml,rotary shaker,45%,Decolorization measured at absorbance maxima at 530 nm.,whole fungi
25°C,23 days,9,Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes..._.csv,Vat Red 10,Pseudomonas desmolyticum,0.01%,120x10^6 cells/ml,rotary shaker,55.5%,Decolorization measured at absorbance maxima at 530 nm.,whole fungi
28°C,48 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,complete degradation observed,"Degradation products were analyzed by TLC, HPLC, and GC-MS",whole fungi
28°C,24 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,74% of carbon converted to CO2,Presence of salicylic acid detected at 22.8 mg/l,whole fungi
28°C,48 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,32.7 mg/l of peri acid detected,Peri acid detected and quantified after 48 hours,whole fungi
28°C,72 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,disappearance of peri acid,Complete disappearance of peri acid after 72 hours,whole fungi
28°C,48 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,Presence of aniline detected,Analyzed via HPLC and confirmed by standard aniline,whole fungi
28°C,48 hours,not specified,Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.csv,Navitan Fast Blue S5R,Pseudomonas aeruginosa,100 mg/l,2×10^8 cells/ml,shaking,presence of b-ketoadipic acid suggested,Identified in GC-MS analysis,whole fungi
28 °C,15 days,5.0,Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.csv,,Trametes pubescens MB89,,0.87 ± 0.28 g/L,shaking,,Use of distillery wastewater as growth medium.,mycelium
28 °C,15 days,5.0,Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.csv,,Trametes pubescens MB89,,1.27 ± 0.31 g/L,shaking,,Tested different carbon sources including glucose.,mycelium
